1-14 Jan 2024, Surlari, B-z
Time (Days)             B-z (nT)
9.0291667               43234.1                  
9.0298611               43234.3                  
9.0305556               43234.3                  
9.03125                 43234.4                  
9.0319444               43234.5                  
9.0326389               43234.6                  
9.0333333               43234.7                  
9.0340278               43234.7                  
9.0347222               43234.6                  
9.0354167               43234.5                  
9.0361111               43234.4                  
9.0368056               43234.3                  
9.0375                  43234.4                  
9.0381944               43234.6                  
9.0388889               43234.7                  
9.0395833               43234.8                  
9.0402778               43234.8                  
9.0409722               43234.8                  
9.0416667               43234.6                  
9.0423611               43234.1                  
9.0430556               43233.8                  
9.04375                 43233.8                  
9.0444444               43233.9                  
9.0451389               43234.1                  
9.0458333               43234.2                  
9.0465278               43234.3                  
9.0472222               43234.5                  
9.0479167               43234.4                  
9.0486111               43234.5                  
9.0493056               43234.3                  
9.05                    43234.2                  
9.0506944               43234.3                  
9.0513889               43234.2                  
9.0520833               43234.1                  
9.0527778               43234.1                  
9.0534722               43234.1                  
9.0541667               43234.1                  
9.0548611               43234.1                  
9.0555556               43234                    
9.05625                 43233.9                  
9.0569444               43233.9                  
9.0576389               43233.8                  
9.0583333               43233.8                  
9.0590278               43233.9                  
9.0597222               43234                    
9.0604167               43234.1                  
9.0611111               43234.3                  
9.0618056               43234.4                  
9.0625                  43234.5                  
9.0631944               43234.4                  
9.0638889               43234.1                  
9.0645833               43233.8                  
9.0652778               43233.9                  
9.0659722               43233.9                  
9.0666667               43234.1                  
9.0673611               43234.2                  
9.0680556               43234.1                  
9.06875                 43234.2                  
9.0694444               43234                    
9.0701389               43233.9                  
9.0708333               43233.9                  
9.0715278               43233.9                  
9.0722222               43234                    
9.0729167               43234                    
9.0736111               43234.1                  
9.0743056               43234.1                  
9.075                   43234.1                  
9.0756944               43234.2                  
9.0763889               43234.1                  
9.0770833               43234                    
9.0777778               43233.9                  
9.0784722               43233.8                  
9.0791667               43233.7                  
9.0798611               43233.6                  
9.0805556               43233.5                  
9.08125                 43233.5                  
9.0819444               43233.5                  
9.0826389               43233.6                  
9.0833333               43233.5                  
9.0840278               43233.5                  
9.0847222               43233.4                  
9.0854167               43233.4                  
9.0861111               43233.3                  
9.0868056               43233.4                  
9.0875                  43233.4                  
9.0881944               43233.5                  
9.0888889               43233.6                  
9.0895833               43233.7                  
9.0902778               43233.8                  
9.0909722               43233.9                  
9.0916667               43234.1                  
9.0923611               43234.2                  
9.0930556               43234.2                  
9.09375                 43234.2                  
9.0944444               43234.3                  
9.0951389               43234.2                  
9.0958333               43234.1                  
9.0965278               43234                    
9.0972222               43234.1                  
9.0979167               43234.3                  
9.0986111               43234.3                  
9.0993056               43234.3                  
9.1                     43234.4                  
9.1006944               43234.5                  
9.1013889               43234.5                  
9.1020833               43234.5                  
9.1027778               43234.5                  
9.1034722               43234.4                  
9.1041667               43234.2                  
9.1048611               43234.1                  
9.1055556               43234.2                  
9.10625                 43234.2                  
9.1069444               43234.2                  
9.1076389               43234.2                  
9.1083333               43234.2                  
9.1090278               43234.1                  
9.1097222               43234                    
9.1104167               43234                    
9.1111111               43234.2                  
9.1118056               43234                    
9.1125                  43234.1                  
9.1131944               43234                    
9.1138889               43234                    
9.1145833               43234                    
9.1152778               43233.8                  
9.1159722               43233.7                  
9.1166667               43233.8                  
9.1173611               43233.6                  
9.1180556               43233.7                  
9.11875                 43233.6                  
9.1194444               43233.6                  
9.1201389               43233.7                  
9.1208333               43233.9                  
9.1215278               43233.9                  
9.1222222               43234                    
9.1229167               43233.9                  
9.1236111               43234.1                  
9.1243056               43234                    
9.125                   43234.1                  
9.1256944               43233.9                  
9.1263889               43233.8                  
9.1270833               43234                    
9.1277778               43234.1                  
9.1284722               43234                    
9.1291667               43234.2                  
9.1298611               43233.8                  
9.1305556               43233.9                  
9.13125                 43233.9                  
9.1319444               43234                    
9.1326389               43234.1                  
9.1333333               43234                    
9.1340278               43234.2                  
9.1347222               43234.3                  
9.1354167               43234.3                  
9.1361111               43234                    
9.1368056               43234.3                  
9.1375                  43234.1                  
9.1381944               43234.2                  
9.1388889               43234.5                  
9.1395833               43234.3                  
9.1402778               43234.5                  
9.1409722               43234                    
9.1416667               43234.4                  
9.1423611               43233.8                  
9.1430556               43234                    
9.14375                 43234                    
9.1444444               43234.1                  
9.1451389               43234.4                  
9.1458333               43234.6                  
9.1465278               43234.2                  
9.1472222               43234.7                  
9.1479167               43234.4                  
9.1486111               43234.7                  
9.1493056               43234.5                  
9.15                    43234.7                  
9.1506944               43234.7                  
9.1513889               43234.7                  
9.1520833               43234.5                  
9.1527778               43234.5                  
9.1534722               43234.6                  
9.1541667               43234.7                  
9.1548611               43234.9                  
9.1555556               43234.6                  
9.15625                 43234.6                  
9.1569444               43234.5                  
9.1576389               43234.4                  
9.1583333               43234.6                  
9.1590278               43234.8                  
9.1597222               43234.7                  
9.1604167               43234.7                  
9.1611111               43234.9                  
9.1618056               43234.5                  
9.1625                  43235                    
9.1631944               43235                    
9.1638889               43235.3                  
9.1645833               43235.2                  
9.1652778               43235.7                  
9.1659722               43235.6                  
9.1666667               43235.6                  
9.1673611               43235.5                  
9.1680556               43235.3                  
9.16875                 43235.3                  
9.1694444               43235.1                  
9.1701389               43235                    
9.1708333               43235.2                  
9.1715278               43234.9                  
9.1722222               43235.3                  
9.1729167               43235.2                  
9.1736111               43235.2                  
9.1743056               43235                    
9.175                   43235.1                  
9.1756944               43235.1                  
9.1763889               43235.3                  
9.1770833               43235.2                  
9.1777778               43235.3                  
9.1784722               43235.4                  
9.1791667               43235.3                  
9.1798611               43235                    
9.1805556               43234.9                  
9.18125                 43235.1                  
9.1819444               43234.8                  
9.1826389               43235.2                  
9.1833333               43235.1                  
9.1840278               43235.2                  
9.1847222               43235                    
9.1854167               43235                    
9.1861111               43235                    
9.1868056               43235.1                  
9.1875                  43235.2                  
9.1881944               43235.4                  
9.1888889               43235.3                  
9.1895833               43235.4                  
9.1902778               43235.7                  
9.1909722               43235.4                  
9.1916667               43235.4                  
9.1923611               43235.3                  
9.1930556               43234.9                  
9.19375                 43235.1                  
9.1944444               43235.2                  
9.1951389               43235.6                  
9.1958333               43235.1                  
9.1965278               43235.3                  
9.1972222               43235.4                  
9.1979167               43235.3                  
9.1986111               43235.3                  
9.1993056               43235.3                  
9.2                     43235.5                  
9.2006944               43235.3                  
9.2013889               43235.3                  
9.2020833               43235.3                  
9.2027778               43234.9                  
9.2034722               43235.2                  
9.2041667               43235.2                  
9.2048611               43234.9                  
9.2055556               43235.2                  
9.20625                 43235.1                  
9.2069444               43235.1                  
9.2076389               43235.4                  
9.2083333               43235.4                  
9.2090278               43235.7                  
9.2097222               43235.6                  
9.2104167               43235.5                  
9.2111111               43235.5                  
9.2118056               43235.2                  
9.2125                  43235.5                  
9.2131944               43235.5                  
9.2138889               43235.2                  
9.2145833               43235.4                  
9.2152778               43235.4                  
9.2159722               43235.5                  
9.2166667               43235.4                  
9.2173611               43235.9                  
9.2180556               43235.3                  
9.21875                 43235.4                  
9.2194444               43235.4                  
9.2201389               43235.7                  
9.2208333               43235.4                  
9.2215278               43235.8                  
9.2222222               43235.7                  
9.2229167               43235.7                  
9.2236111               43235.5                  
9.2243056               43235.7                  
9.225                   43235.7                  
9.2256944               43235.6                  
9.2263889               43235.9                  
9.2270833               43235.7                  
9.2277778               43235.6                  
9.2284722               43235.3                  
9.2291667               43235.6                  
9.2298611               43235.6                  
9.2305556               43235.5                  
9.23125                 43236                    
9.2319444               43235.2                  
9.2326389               43235.7                  
9.2333333               43235.3                  
9.2340278               43235.6                  
9.2347222               43235.1                  
9.2354167               43235                    
9.2361111               43235.1                  
9.2368056               43235.7                  
9.2375                  43235.2                  
9.2381944               43236.1                  
9.2388889               43235.8                  
9.2395833               43235.5                  
9.2402778               43235.2                  
9.2409722               43234.6                  
9.2416667               43235.2                  
9.2423611               43235.1                  
9.2430556               43235.3                  
9.24375                 43235.4                  
9.2444444               43235.6                  
9.2451389               43235.8                  
9.2458333               43235.3                  
9.2465278               43235.9                  
9.2472222               43235.7                  
9.2479167               43236                    
9.2486111               43235.8                  
9.2493056               43235.7                  
9.25                    43235.8                  
9.2506944               43236.2                  
9.2513889               43235.4                  
9.2520833               43236.3                  
9.2527778               43236                    
9.2534722               43236.4                  
9.2541667               43236                    
9.2548611               43236.5                  
9.2555556               43236.2                  
9.25625                 43236.3                  
9.2569444               43236.5                  
9.2576389               43236.5                  
9.2583333               43236.5                  
9.2590278               43236.3                  
9.2597222               43236.8                  
9.2604167               43236.5                  
9.2611111               43236.9                  
9.2618056               43236.4                  
9.2625                  43236.7                  
9.2631944               43236.8                  
9.2638889               43237.4                  
9.2645833               43237.5                  
9.2652778               43237.3                  
9.2659722               43237.7                  
9.2666667               43237.2                  
9.2673611               43237.9                  
9.2680556               43237.2                  
9.26875                 43237.3                  
9.2694444               43237.5                  
9.2701389               43237.7                  
9.2708333               43237.3                  
9.2715278               43237.8                  
9.2722222               43237.5                  
9.2729167               43237.6                  
9.2736111               43237.5                  
9.2743056               43237.8                  
9.275                   43237.9                  
9.2756944               43237.9                  
9.2763889               43237.8                  
9.2770833               43237.9                  
9.2777778               43237.9                  
9.2784722               43237.8                  
9.2791667               43237.6                  
9.2798611               43237.7                  
9.2805556               43237.6                  
9.28125                 43237.4                  
9.2819444               43237.8                  
9.2826389               43237.7                  
9.2833333               43237.7                  
9.2840278               43237.5                  
9.2847222               43237.3                  
9.2854167               43237.4                  
9.2861111               43237.2                  
9.2868056               43237.4                  
9.2875                  43237.2                  
9.2881944               43237.1                  
9.2888889               43237.2                  
9.2895833               43236.8                  
9.2902778               43237.2                  
9.2909722               43237                    
9.2916667               43236.4                  
9.2923611               43236.7                  
9.2930556               43236.4                  
9.29375                 43236.7                  
9.2944444               43236.6                  
9.2951389               43236.7                  
9.2958333               43236.4                  
9.2965278               43235.9                  
9.2972222               43235.8                  
9.2979167               43235.8                  
9.2986111               43235.5                  
9.2993056               43235.8                  
9.3                     43235.8                  
9.3006944               43235.2                  
9.3013889               43235.4                  
9.3020833               43235.7                  
9.3027778               43234.9                  
9.3034722               43235.4                  
9.3041667               43235.1                  
9.3048611               43234.9                  
9.3055556               43234.9                  
9.30625                 43234.5                  
9.3069444               43234.9                  
9.3076389               43235                    
9.3083333               43234.9                  
9.3090278               43234.5                  
9.3097222               43234.3                  
9.3104167               43234.4                  
9.3111111               43234.6                  
9.3118056               43234.7                  
9.3125                  43234.4                  
9.3131944               43233.9                  
9.3138889               43234.1                  
9.3145833               43233.9                  
9.3152778               43234.3                  
9.3159722               43234.7                  
9.3166667               43234.5                  
9.3173611               43234.6                  
9.3180556               43234.4                  
9.31875                 43234                    
9.3194444               43234.6                  
9.3201389               43234.6                  
9.3208333               43234.9                  
9.3215278               43235                    
9.3222222               43234.7                  
9.3229167               43234.9                  
9.3236111               43234.7                  
9.3243056               43234.9                  
9.325                   43234.8                  
9.3256944               43234.8                  
9.3263889               43234.6                  
9.3270833               43235                    
9.3277778               43234.7                  
9.3284722               43234.5                  
9.3291667               43234.5                  
9.3298611               43234.6                  
9.3305556               43234.5                  
9.33125                 43233.9                  
9.3319444               43233.6                  
9.3326389               43233.7                  
9.3333333               43233.6                  
9.3340278               43233.3                  
9.3347222               43233.9                  
9.3354167               43233.8                  
9.3361111               43233.9                  
9.3368056               43233.8                  
9.3375                  43233.7                  
9.3381944               43233.7                  
9.3388889               43233.5                  
9.3395833               43233.2                  
9.3402778               43233.2                  
9.3409722               43233.6                  
9.3416667               43233.1                  
9.3423611               43233.8                  
9.3430556               43233.4                  
9.34375                 43233.6                  
9.3444444               43233.2                  
9.3451389               43233.6                  
9.3458333               43233.5                  
9.3465278               43233.8                  
9.3472222               43234                    
9.3479167               43233.8                  
9.3486111               43233.6                  
9.3493056               43234.1                  
9.35                    43233.9                  
9.3506944               43234                    
9.3513889               43234.3                  
9.3520833               43234                    
9.3527778               43234.2                  
9.3534722               43234.2                  
9.3541667               43234.3                  
9.3548611               43234.7                  
9.3555556               43234.5                  
9.35625                 43234.2                  
9.3569444               43234.2                  
9.3576389               43234.5                  
9.3583333               43234.8                  
9.3590278               43234.9                  
9.3597222               43235.1                  
9.3604167               43235.5                  
9.3611111               43235.6                  
9.3618056               43235.8                  
9.3625                  43235.4                  
9.3631944               43236                    
9.3638889               43236.2                  
9.3645833               43237                    
9.3652778               43237.1                  
9.3659722               43236.7                  
9.3666667               43236.8                  
9.3673611               43236.9                  
9.3680556               43237.3                  
9.36875                 43237.4                  
9.3694444               43237.4                  
9.3701389               43237.5                  
9.3708333               43237.6                  
9.3715278               43237.1                  
9.3722222               43237.1                  
9.3729167               43237.3                  
9.3736111               43237                    
9.3743056               43237.3                  
9.375                   43237                    
9.3756944               43237.1                  
9.3763889               43236.9                  
9.3770833               43236.9                  
9.3777778               43236.8                  
9.3784722               43236.5                  
9.3791667               43236.4                  
9.3798611               43236.5                  
9.3805556               43237.3                  
9.38125                 43236.8                  
9.3819444               43237                    
9.3826389               43236.7                  
9.3833333               43236.8                  
9.3840278               43237.2                  
9.3847222               43237.2                  
9.3854167               43237.6                  
9.3861111               43237.1                  
9.3868056               43237.6                  
9.3875                  43237.3                  
9.3881944               43237.2                  
9.3888889               43237.2                  
9.3895833               43237.1                  
9.3902778               43236.7                  
9.3909722               43236.6                  
9.3916667               43236.5                  
9.3923611               43236.6                  
9.3930556               43236.6                  
9.39375                 43236.7                  
9.3944444               43236.2                  
9.3951389               43236.3                  
9.3958333               43235.8                  
9.3965278               43235.7                  
9.3972222               43235.5                  
9.3979167               43235.4                  
9.3986111               43235.3                  
9.3993056               43235.7                  
9.4                     43235.9                  
9.4006944               43235.7                  
9.4013889               43235.7                  
9.4020833               43235                    
9.4027778               43235.1                  
9.4034722               43234.6                  
9.4041667               43234.7                  
9.4048611               43234.6                  
9.4055556               43234.5                  
9.40625                 43234.7                  
9.4069444               43234.4                  
9.4076389               43234.4                  
9.4083333               43234.1                  
9.4090278               43234.1                  
9.4097222               43234.1                  
9.4104167               43234.1                  
9.4111111               43233.8                  
9.4118056               43234.2                  
9.4125                  43234.1                  
9.4131944               43234.2                  
9.4138889               43234.4                  
9.4145833               43234.1                  
9.4152778               43233.8                  
9.4159722               43233.5                  
9.4166667               43233.5                  
9.4173611               43233.1                  
9.4180556               43233.2                  
9.41875                 43233.3                  
9.4194444               43233.2                  
9.4201389               43232.7                  
9.4208333               43232.5                  
9.4215278               43232.3                  
9.4222222               43232                    
9.4229167               43232.2                  
9.4236111               43231.7                  
9.4243056               43231.8                  
9.425                   43231.4                  
9.4256944               43231.6                  
9.4263889               43231.4                  
9.4270833               43231.2                  
9.4277778               43230.8                  
9.4284722               43230.7                  
9.4291667               43230.2                  
9.4298611               43229.9                  
9.4305556               43229.7                  
9.43125                 43229.4                  
9.4319444               43229.7                  
9.4326389               43229.4                  
9.4333333               43229.4                  
9.4340278               43229.4                  
9.4347222               43229.7                  
9.4354167               43229.5                  
9.4361111               43229.2                  
9.4368056               43229.8                  
9.4375                  43229.1                  
9.4381944               43229.2                  
9.4388889               43228.9                  
9.4395833               43228.9                  
9.4402778               43228.4                  
9.4409722               43228.5                  
9.4416667               43228.6                  
9.4423611               43228.9                  
9.4430556               43228.7                  
9.44375                 43228.7                  
9.4444444               43228.5                  
9.4451389               43228.4                  
9.4458333               43228.5                  
9.4465278               43228.7                  
9.4472222               43228.5                  
9.4479167               43228.8                  
9.4486111               43228.9                  
9.4493056               43228.5                  
9.45                    43229.1                  
9.4506944               43228.8                  
9.4513889               43228.8                  
9.4520833               43228.8                  
9.4527778               43228.6                  
9.4534722               43228.4                  
9.4541667               43228.5                  
9.4548611               43228.4                  
9.4555556               43228.6                  
9.45625                 43228.6                  
9.4569444               43228.4                  
9.4576389               43228.2                  
9.4583333               43228.4                  
9.4590278               43228.5                  
9.4597222               43228.2                  
9.4604167               43228.1                  
9.4611111               43228.5                  
9.4618056               43228.1                  
9.4625                  43228.1                  
9.4631944               43228.1                  
9.4638889               43228.1                  
9.4645833               43228.3                  
9.4652778               43228                    
9.4659722               43228.2                  
9.4666667               43227.8                  
9.4673611               43227.8                  
9.4680556               43227.7                  
9.46875                 43227.6                  
9.4694444               43227.5                  
9.4701389               43227.3                  
9.4708333               43227.3                  
9.4715278               43227                    
9.4722222               43227.8                  
9.4729167               43227.2                  
9.4736111               43228                    
9.4743056               43228                    
9.475                   43228.4                  
9.4756944               43228.7                  
9.4763889               43228.2                  
9.4770833               43228.5                  
9.4777778               43228.4                  
9.4784722               43228.6                  
9.4791667               43228.9                  
9.4798611               43229.1                  
9.4805556               43229.3                  
9.48125                 43229.1                  
9.4819444               43229.2                  
9.4826389               43229.2                  
9.4833333               43229                    
9.4840278               43229.1                  
9.4847222               43228.6                  
9.4854167               43228.5                  
9.4861111               43228.5                  
9.4868056               43228.8                  
9.4875                  43228.4                  
9.4881944               43228.4                  
9.4888889               43228.5                  
9.4895833               43228.3                  
9.4902778               43228.6                  
9.4909722               43228.5                  
9.4916667               43228.6                  
9.4923611               43228.8                  
9.4930556               43228.5                  
9.49375                 43228.7                  
9.4944444               43228.9                  
9.4951389               43229                    
9.4958333               43228.5                  
9.4965278               43228.5                  
9.4972222               43228.5                  
9.4979167               43228.5                  
9.4986111               43228.7                  
9.4993056               43228.6                  
9.5                     43228.8                  
9.5006944               43229                    
9.5013889               43228.8                  
9.5020833               43228.9                  
9.5027778               43228.8                  
9.5034722               43229.1                  
9.5041667               43228.9                  
9.5048611               43228.9                  
9.5055556               43229                    
9.50625                 43228.7                  
9.5069444               43228.8                  
9.5076389               43228.8                  
9.5083333               43229.5                  
9.5090278               43229.4                  
9.5097222               43229.5                  
9.5104167               43229.2                  
9.5111111               43229.3                  
9.5118056               43229.5                  
9.5125                  43229.5                  
9.5131944               43229.9                  
9.5138889               43230                    
9.5145833               43230.5                  
9.5152778               43230.4                  
9.5159722               43230.6                  
9.5166667               43230.9                  
9.5173611               43230.8                  
9.5180556               43231                    
9.51875                 43230.8                  
9.5194444               43230.4                  
9.5201389               43230.3                  
9.5208333               43230.3                  
9.5215278               43230.1                  
9.5222222               43230                    
9.5229167               43229.8                  
9.5236111               43229.9                  
9.5243056               43230.2                  
9.525                   43230                    
9.5256944               43230.5                  
9.5263889               43230.4                  
9.5270833               43231                    
9.5277778               43230.9                  
9.5284722               43231.1                  
9.5291667               43231.3                  
9.5298611               43231.4                  
9.5305556               43231.6                  
9.53125                 43231.2                  
9.5319444               43231.3                  
9.5326389               43231.3                  
9.5333333               43231.5                  
9.5340278               43231.2                  
9.5347222               43231.2                  
9.5354167               43231.2                  
9.5361111               43231.5                  
9.5368056               43231.4                  
9.5375                  43231.4                  
9.5381944               43231.6                  
9.5388889               43231.8                  
9.5395833               43232                    
9.5402778               43232.1                  
9.5409722               43231.9                  
9.5416667               43231.8                  
9.5423611               43232                    
9.5430556               43232.2                  
9.54375                 43232.3                  
9.5444444               43232.5                  
9.5451389               43232.5                  
9.5458333               43232.7                  
9.5465278               43232.5                  
9.5472222               43232.3                  
9.5479167               43232.6                  
9.5486111               43232.6                  
9.5493056               43232.8                  
9.55                    43232.5                  
9.5506944               43232.4                  
9.5513889               43232.4                  
9.5520833               43232.3                  
9.5527778               43232.2                  
9.5534722               43232.4                  
9.5541667               43232.4                  
9.5548611               43233                    
9.5555556               43232.8                  
9.55625                 43233.2                  
9.5569444               43233.4                  
9.5576389               43233.7                  
9.5583333               43234                    
9.5590278               43233.9                  
9.5597222               43233.8                  
9.5604167               43233.8                  
9.5611111               43234.1                  
9.5618056               43233.9                  
9.5625                  43233.9                  
9.5631944               43234.2                  
9.5638889               43234.1                  
9.5645833               43233.9                  
9.5652778               43233.9                  
9.5659722               43233.9                  
9.5666667               43234                    
9.5673611               43233.8                  
9.5680556               43234.1                  
9.56875                 43233.8                  
9.5694444               43234.2                  
9.5701389               43233.9                  
9.5708333               43234.4                  
9.5715278               43233.9                  
9.5722222               43234.3                  
9.5729167               43233.9                  
9.5736111               43234.5                  
9.5743056               43234.6                  
9.575                   43234.8                  
9.5756944               43234.9                  
9.5763889               43234.7                  
9.5770833               43235                    
9.5777778               43234.8                  
9.5784722               43235                    
9.5791667               43234.6                  
9.5798611               43235.1                  
9.5805556               43234.8                  
9.58125                 43235                    
9.5819444               43235.1                  
9.5826389               43235                    
9.5833333               43234.7                  
9.5840278               43234.9                  
9.5847222               43234.9                  
9.5854167               43234.8                  
9.5861111               43235.3                  
9.5868056               43234.7                  
9.5875                  43234.8                  
9.5881944               43234.7                  
9.5888889               43234.6                  
9.5895833               43234.2                  
9.5902778               43234.5                  
9.5909722               43234.4                  
9.5916667               43234.1                  
9.5923611               43234.1                  
9.5930556               43234.3                  
9.59375                 43234.2                  
9.5944444               43234.2                  
9.5951389               43234                    
9.5958333               43233.9                  
9.5965278               43233.9                  
9.5972222               43233.8                  
9.5979167               43233.6                  
9.5986111               43234                    
9.5993056               43233.6                  
9.6                     43233.8                  
9.6006944               43233.4                  
9.6013889               43233.7                  
9.6020833               43233.3                  
9.6027778               43233.4                  
9.6034722               43233.3                  
9.6041667               43233.2                  
9.6048611               43233.4                  
9.6055556               43233.2                  
9.60625                 43233.6                  
9.6069444               43232.9                  
9.6076389               43233.3                  
9.6083333               43233.2                  
9.6090278               43233                    
9.6097222               43233                    
9.6104167               43232.9                  
9.6111111               43233.2                  
9.6118056               43232.6                  
9.6125                  43233                    
9.6131944               43233                    
9.6138889               43232.8                  
9.6145833               43233.1                  
9.6152778               43232.8                  
9.6159722               43233                    
9.6166667               43233                    
9.6173611               43233.3                  
9.6180556               43232.8                  
9.61875                 43233.4                  
9.6194444               43232.8                  
9.6201389               43233.1                  
9.6208333               43233.1                  
9.6215278               43233.2                  
9.6222222               43233.3                  
9.6229167               43232.9                  
9.6236111               43233                    
9.6243056               43233.4                  
9.625                   43233.4                  
9.6256944               43233.4                  
9.6263889               43233.2                  
9.6270833               43233.2                  
9.6277778               43233.6                  
9.6284722               43233.3                  
9.6291667               43233.3                  
9.6298611               43233.5                  
9.6305556               43233.1                  
9.63125                 43233.6                  
9.6319444               43233.3                  
9.6326389               43233.3                  
9.6333333               43233.4                  
9.6340278               43233.4                  
9.6347222               43233                    
9.6354167               43232.9                  
9.6361111               43233.8                  
9.6368056               43233.8                  
9.6375                  43233.5                  
9.6381944               43234                    
9.6388889               43233.3                  
9.6395833               43233.7                  
9.6402778               43233.5                  
9.6409722               43233.4                  
9.6416667               43233.4                  
9.6423611               43233.8                  
9.6430556               43233                    
9.64375                 43233.4                  
9.6444444               43233.5                  
9.6451389               43233.4                  
9.6458333               43234                    
9.6465278               43233.9                  
9.6472222               43233.9                  
9.6479167               43233.8                  
9.6486111               43233.8                  
9.6493056               43233.9                  
9.65                    43234.1                  
9.6506944               43234.1                  
9.6513889               43234.6                  
9.6520833               43234.5                  
9.6527778               43234.4                  
9.6534722               43235                    
