1-14 Jan 2024, Surlari, B-x
Time (Days)             B-x (nT)
10.9625                 22576.8                  
10.9631944              22576.9                  
10.9638889              22577.3                  
10.9645833              22577.3                  
10.9652778              22577.3                  
10.9659722              22577.5                  
10.9666667              22577.8                  
10.9673611              22578                    
10.9680556              22578.2                  
10.96875                22578.3                  
10.9694444              22578.4                  
10.9701389              22578.8                  
10.9708333              22579.1                  
10.9715278              22579.3                  
10.9722222              22579.4                  
10.9729167              22579.5                  
10.9736111              22579.6                  
10.9743056              22580                    
10.975                  22580.4                  
10.9756944              22580.5                  
10.9763889              22580.7                  
10.9770833              22580.8                  
10.9777778              22581.3                  
10.9784722              22581.5                  
10.9791667              22581.5                  
10.9798611              22581.3                  
10.9805556              22581.3                  
10.98125                22581.3                  
10.9819444              22581                    
10.9826389              22580.8                  
10.9833333              22580.8                  
10.9840278              22580.6                  
10.9847222              22580.5                  
10.9854167              22580.3                  
10.9861111              22580.3                  
10.9868056              22580.2                  
10.9875                 22580.1                  
10.9881944              22579.8                  
10.9888889              22579.6                  
10.9895833              22579.6                  
10.9902778              22579.6                  
10.9909722              22579.5                  
10.9916667              22579.6                  
10.9923611              22579.3                  
10.9930556              22579.4                  
10.99375                22579.5                  
10.9944444              22579.6                  
10.9951389              22579.6                  
10.9958333              22579.8                  
10.9965278              22580                    
10.9972222              22580.2                  
10.9979167              22580.7                  
10.9986111              22580.9                  
10.9993056              22581.2                  
11                      22581.5                  
11.0006944              22581.5                  
11.0013889              22581.3                  
11.0020833              22581                    
11.0027778              22580.7                  
11.0034722              22580.8                  
11.0041667              22580.4                  
11.0048611              22580                    
11.0055556              22579.7                  
11.00625                22579.3                  
11.0069444              22579.2                  
11.0076389              22579.2                  
11.0083333              22579.2                  
11.0090278              22579.1                  
11.0097222              22579.2                  
11.0104167              22579.1                  
11.0111111              22579                    
11.0118056              22578.9                  
11.0125                 22578.8                  
11.0131944              22578.8                  
11.0138889              22578.9                  
11.0145833              22579                    
11.0152778              22579.1                  
11.0159722              22579.2                  
11.0166667              22579.4                  
11.0173611              22579.4                  
11.0180556              22579.4                  
11.01875                22579.5                  
11.0194444              22579.8                  
11.0201389              22580.2                  
11.0208333              22580.1                  
11.0215278              22580.4                  
11.0222222              22580.5                  
11.0229167              22580.5                  
11.0236111              22580.5                  
11.0243056              22580.5                  
11.025                  22580.3                  
11.0256944              22580.2                  
11.0263889              22580.5                  
11.0270833              22581                    
11.0277778              22581.5                  
11.0284722              22582                    
11.0291667              22582.4                  
11.0298611              22582.5                  
11.0305556              22582.5                  
11.03125                22582.4                  
11.0319444              22582.1                  
11.0326389              22581.8                  
11.0333333              22581.5                  
11.0340278              22581.4                  
11.0347222              22581.4                  
11.0354167              22581.4                  
11.0361111              22581.3                  
11.0368056              22581.1                  
11.0375                 22581.1                  
11.0381944              22581.2                  
11.0388889              22581.2                  
11.0395833              22581.4                  
11.0402778              22581.5                  
11.0409722              22581.7                  
11.0416667              22581.7                  
11.0423611              22581.5                  
11.0430556              22581.5                  
11.04375                22581.5                  
11.0444444              22581.4                  
11.0451389              22581.3                  
11.0458333              22581.3                  
11.0465278              22581.4                  
11.0472222              22581.4                  
11.0479167              22581.5                  
11.0486111              22581.8                  
11.0493056              22582.1                  
11.05                   22582.2                  
11.0506944              22582.3                  
11.0513889              22582.5                  
11.0520833              22582.5                  
11.0527778              22582.3                  
11.0534722              22582.2                  
11.0541667              22582.1                  
11.0548611              22582.1                  
11.0555556              22582                    
11.05625                22582.2                  
11.0569444              22582.3                  
11.0576389              22582.4                  
11.0583333              22582.5                  
11.0590278              22582.7                  
11.0597222              22583                    
11.0604167              22583.2                  
11.0611111              22583.3                  
11.0618056              22583.1                  
11.0625                 22583.1                  
11.0631944              22582.9                  
11.0638889              22582.5                  
11.0645833              22582.3                  
11.0652778              22582                    
11.0659722              22581.9                  
11.0666667              22581.9                  
11.0673611              22582                    
11.0680556              22582.4                  
11.06875                22582.7                  
11.0694444              22582.9                  
11.0701389              22583.1                  
11.0708333              22583.1                  
11.0715278              22583.5                  
11.0722222              22583.7                  
11.0729167              22583.7                  
11.0736111              22583.7                  
11.0743056              22583.7                  
11.075                  22583.7                  
11.0756944              22583.8                  
11.0763889              22583.7                  
11.0770833              22583.7                  
11.0777778              22583.8                  
11.0784722              22583.7                  
11.0791667              22583.7                  
11.0798611              22583.6                  
11.0805556              22583.5                  
11.08125                22583.5                  
11.0819444              22583.6                  
11.0826389              22583.7                  
11.0833333              22583.6                  
11.0840278              22583.8                  
11.0847222              22583.9                  
11.0854167              22583.7                  
11.0861111              22583.1                  
11.0868056              22582.8                  
11.0875                 22582.7                  
11.0881944              22582.6                  
11.0888889              22582.6                  
11.0895833              22582.7                  
11.0902778              22582.9                  
11.0909722              22582.8                  
11.0916667              22582.7                  
11.0923611              22582.5                  
11.0930556              22582.2                  
11.09375                22582                    
11.0944444              22582.1                  
11.0951389              22582.3                  
11.0958333              22582.3                  
11.0965278              22582.3                  
11.0972222              22582.6                  
11.0979167              22582.7                  
11.0986111              22582.8                  
11.0993056              22582.9                  
11.1                    22583.1                  
11.1006944              22583.4                  
11.1013889              22583.6                  
11.1020833              22583.8                  
11.1027778              22584.2                  
11.1034722              22584.1                  
11.1041667              22583.9                  
11.1048611              22583.7                  
11.1055556              22583.9                  
11.10625                22584.2                  
11.1069444              22584.2                  
11.1076389              22584.1                  
11.1083333              22583.9                  
11.1090278              22584                    
11.1097222              22583.9                  
11.1104167              22583.8                  
11.1111111              22583.6                  
11.1118056              22583.4                  
11.1125                 22583.4                  
11.1131944              22583.3                  
11.1138889              22583                    
11.1145833              22582.8                  
11.1152778              22582.6                  
11.1159722              22582.4                  
11.1166667              22582.4                  
11.1173611              22582.4                  
11.1180556              22582.6                  
11.11875                22582.7                  
11.1194444              22582.8                  
11.1201389              22582.7                  
11.1208333              22582.7                  
11.1215278              22582.9                  
11.1222222              22583                    
11.1229167              22583                    
11.1236111              22583                    
11.1243056              22583.1                  
11.125                  22583.3                  
11.1256944              22583.2                  
11.1263889              22583.3                  
11.1270833              22583.1                  
11.1277778              22583.4                  
11.1284722              22583.1                  
11.1291667              22583.3                  
11.1298611              22583                    
11.1305556              22583.2                  
11.13125                22583.1                  
11.1319444              22582.9                  
11.1326389              22583.1                  
11.1333333              22582.9                  
11.1340278              22582.9                  
11.1347222              22582.8                  
11.1354167              22582.9                  
11.1361111              22583.1                  
11.1368056              22583.3                  
11.1375                 22583.7                  
11.1381944              22583.9                  
11.1388889              22584.2                  
11.1395833              22584.3                  
11.1402778              22584.5                  
11.1409722              22584.2                  
11.1416667              22584.3                  
11.1423611              22584.3                  
11.1430556              22584.2                  
11.14375                22584.1                  
11.1444444              22584.3                  
11.1451389              22584.2                  
11.1458333              22583.9                  
11.1465278              22584.1                  
11.1472222              22584.5                  
11.1479167              22584.3                  
11.1486111              22585.2                  
11.1493056              22584.9                  
11.15                   22584.8                  
11.1506944              22584.8                  
11.1513889              22584.8                  
11.1520833              22585                    
11.1527778              22584.7                  
11.1534722              22584.9                  
11.1541667              22584.5                  
11.1548611              22585.1                  
11.1555556              22584.8                  
11.15625                22584.5                  
11.1569444              22585                    
11.1576389              22584.6                  
11.1583333              22585.2                  
11.1590278              22585                    
11.1597222              22585                    
11.1604167              22585                    
11.1611111              22585.3                  
11.1618056              22585                    
11.1625                 22585.2                  
11.1631944              22585.5                  
11.1638889              22585.2                  
11.1645833              22585.1                  
11.1652778              22585.4                  
11.1659722              22585.6                  
11.1666667              22585.7                  
11.1673611              22586.3                  
11.1680556              22585.7                  
11.16875                22586.6                  
11.1694444              22586.4                  
11.1701389              22586.7                  
11.1708333              22586.6                  
11.1715278              22586.5                  
11.1722222              22586.5                  
11.1729167              22586.8                  
11.1736111              22587.2                  
11.1743056              22587.1                  
11.175                  22587.4                  
11.1756944              22587.4                  
11.1763889              22587.6                  
11.1770833              22587                    
11.1777778              22587.5                  
11.1784722              22587.7                  
11.1791667              22588                    
11.1798611              22588                    
11.1805556              22587.8                  
11.18125                22588.1                  
11.1819444              22588.1                  
11.1826389              22588                    
11.1833333              22588.2                  
11.1840278              22588.7                  
11.1847222              22588.1                  
11.1854167              22588.8                  
11.1861111              22588.6                  
11.1868056              22588.7                  
11.1875                 22588.8                  
11.1881944              22588.9                  
11.1888889              22589.1                  
11.1895833              22588.5                  
11.1902778              22589.1                  
11.1909722              22588.4                  
11.1916667              22588.7                  
11.1923611              22588.6                  
11.1930556              22588.5                  
11.19375                22588.5                  
11.1944444              22587.8                  
11.1951389              22587.8                  
11.1958333              22587.8                  
11.1965278              22588.1                  
11.1972222              22588                    
11.1979167              22588                    
11.1986111              22587.5                  
11.1993056              22587.3                  
11.2                    22587.5                  
11.2006944              22587.7                  
11.2013889              22587.9                  
11.2020833              22587.5                  
11.2027778              22587.8                  
11.2034722              22586.9                  
11.2041667              22587.2                  
11.2048611              22587.3                  
11.2055556              22587.6                  
11.20625                22587.7                  
11.2069444              22587.5                  
11.2076389              22587.9                  
11.2083333              22587.1                  
11.2090278              22588.1                  
11.2097222              22587.4                  
11.2104167              22587.3                  
11.2111111              22587.4                  
11.2118056              22587.9                  
11.2125                 22588.6                  
11.2131944              22589                    
11.2138889              22589.5                  
11.2145833              22589.3                  
11.2152778              22589.4                  
11.2159722              22589.5                  
11.2166667              22588.7                  
11.2173611              22588.2                  
11.2180556              22588.2                  
11.21875                22588.4                  
11.2194444              22588.2                  
11.2201389              22587.3                  
11.2208333              22588                    
11.2215278              22587.7                  
11.2222222              22588.3                  
11.2229167              22587.9                  
11.2236111              22588                    
11.2243056              22587.6                  
11.225                  22587.6                  
11.2256944              22586.9                  
11.2263889              22587.2                  
11.2270833              22587.1                  
11.2277778              22586.9                  
11.2284722              22587                    
11.2291667              22587.2                  
11.2298611              22587.3                  
11.2305556              22587.1                  
11.23125                22587.5                  
11.2319444              22586.9                  
11.2326389              22587.3                  
11.2333333              22587.3                  
11.2340278              22587.4                  
11.2347222              22587.3                  
11.2354167              22587.5                  
11.2361111              22587.3                  
11.2368056              22587                    
11.2375                 22587.2                  
11.2381944              22587.1                  
11.2388889              22587.2                  
11.2395833              22587.4                  
11.2402778              22586.9                  
11.2409722              22586.8                  
11.2416667              22587                    
11.2423611              22587.2                  
11.2430556              22586.6                  
11.24375                22586.8                  
11.2444444              22586.8                  
11.2451389              22586.4                  
11.2458333              22586.5                  
11.2465278              22586.4                  
11.2472222              22586.7                  
11.2479167              22587                    
11.2486111              22587.2                  
11.2493056              22586.6                  
11.25                   22586.6                  
11.2506944              22586.1                  
11.2513889              22586.6                  
11.2520833              22586.8                  
11.2527778              22587.3                  
11.2534722              22587.6                  
11.2541667              22587.6                  
11.2548611              22587.8                  
11.2555556              22588                    
11.25625                22587.5                  
11.2569444              22588.3                  
11.2576389              22588.1                  
11.2583333              22588.5                  
11.2590278              22588.3                  
11.2597222              22588.8                  
11.2604167              22588.4                  
11.2611111              22589.2                  
11.2618056              22589.1                  
11.2625                 22589.2                  
11.2631944              22589.3                  
11.2638889              22589.1                  
11.2645833              22589                    
11.2652778              22590.1                  
11.2659722              22589.7                  
11.2666667              22589.6                  
11.2673611              22589.3                  
11.2680556              22588.3                  
11.26875                22587.9                  
11.2694444              22588.5                  
11.2701389              22589                    
11.2708333              22589.2                  
11.2715278              22588.7                  
11.2722222              22589.2                  
11.2729167              22589                    
11.2736111              22588.7                  
11.2743056              22588.6                  
11.275                  22587.5                  
11.2756944              22588.4                  
11.2763889              22587.9                  
11.2770833              22588.3                  
11.2777778              22588.4                  
11.2784722              22587.7                  
11.2791667              22587.6                  
11.2798611              22587.2                  
11.2805556              22587.2                  
11.28125                22587.2                  
11.2819444              22586.7                  
11.2826389              22586.4                  
11.2833333              22586.3                  
11.2840278              22586.6                  
11.2847222              22586                    
11.2854167              22585.3                  
11.2861111              22585.2                  
11.2868056              22584.6                  
11.2875                 22584.6                  
11.2881944              22583.9                  
11.2888889              22583.5                  
11.2895833              22583.7                  
11.2902778              22583.4                  
11.2909722              22583                    
11.2916667              22583.3                  
11.2923611              22582.9                  
11.2930556              22582.5                  
11.29375                22582.9                  
11.2944444              22581.7                  
11.2951389              22582.5                  
11.2958333              22582.5                  
11.2965278              22582.5                  
11.2972222              22581.4                  
11.2979167              22581.7                  
11.2986111              22581                    
11.2993056              22581.3                  
11.3                    22580.5                  
11.3006944              22580.4                  
11.3013889              22580.4                  
11.3020833              22580.1                  
11.3027778              22579.2                  
11.3034722              22579.3                  
11.3041667              22579                    
11.3048611              22578.8                  
11.3055556              22578.7                  
11.30625                22578.8                  
11.3069444              22578.7                  
11.3076389              22578.3                  
11.3083333              22578                    
11.3090278              22577.8                  
11.3097222              22577.9                  
11.3104167              22577.2                  
11.3111111              22576.9                  
11.3118056              22576.8                  
11.3125                 22576.1                  
11.3131944              22576.4                  
11.3138889              22575.9                  
11.3145833              22576.2                  
11.3152778              22574.6                  
11.3159722              22575.7                  
11.3166667              22575.9                  
11.3173611              22575.9                  
11.3180556              22574.8                  
11.31875                22574.3                  
11.3194444              22574                    
11.3201389              22573.8                  
11.3208333              22574.1                  
11.3215278              22573.3                  
11.3222222              22573.5                  
11.3229167              22572.7                  
11.3236111              22572.9                  
11.3243056              22573.1                  
11.325                  22572.7                  
11.3256944              22572.7                  
11.3263889              22572.4                  
11.3270833              22572.2                  
11.3277778              22571.6                  
11.3284722              22571.6                  
11.3291667              22571.2                  
11.3298611              22571                    
11.3305556              22570.8                  
11.33125                22570.5                  
11.3319444              22570.8                  
11.3326389              22570.7                  
11.3333333              22570.5                  
11.3340278              22569.6                  
11.3347222              22570.5                  
11.3354167              22569.8                  
11.3361111              22570.1                  
11.3368056              22569.6                  
11.3375                 22569.4                  
11.3381944              22569.5                  
11.3388889              22568.8                  
11.3395833              22568.9                  
11.3402778              22568.1                  
11.3409722              22569.3                  
11.3416667              22568.2                  
11.3423611              22568.7                  
11.3430556              22567.8                  
11.34375                22568                    
11.3444444              22567.4                  
11.3451389              22567.2                  
11.3458333              22566.3                  
11.3465278              22566.4                  
11.3472222              22565.7                  
11.3479167              22565.5                  
11.3486111              22565.4                  
11.3493056              22565.3                  
11.35                   22564.9                  
11.3506944              22564.6                  
11.3513889              22564.5                  
11.3520833              22565.2                  
11.3527778              22564.5                  
11.3534722              22564.2                  
11.3541667              22564.1                  
11.3548611              22563.9                  
11.3555556              22564.3                  
11.35625                22564.3                  
11.3569444              22563.9                  
11.3576389              22562.9                  
11.3583333              22562.6                  
11.3590278              22562.9                  
11.3597222              22562.6                  
11.3604167              22563.3                  
11.3611111              22563.3                  
11.3618056              22563.2                  
11.3625                 22563.5                  
11.3631944              22563.1                  
11.3638889              22563.4                  
11.3645833              22563.6                  
11.3652778              22562.2                  
11.3659722              22561.3                  
11.3666667              22560.4                  
11.3673611              22561.5                  
11.3680556              22562.9                  
11.36875                22562.1                  
11.3694444              22560.6                  
11.3701389              22559.7                  
11.3708333              22559.4                  
11.3715278              22559.6                  
11.3722222              22558.9                  
11.3729167              22558.9                  
11.3736111              22558.6                  
11.3743056              22558.6                  
11.375                  22558.5                  
11.3756944              22557.4                  
11.3763889              22556.9                  
11.3770833              22556.7                  
11.3777778              22555.8                  
11.3784722              22556.2                  
11.3791667              22555.7                  
11.3798611              22554.9                  
11.3805556              22554.3                  
11.38125                22553.9                  
11.3819444              22554.1                  
11.3826389              22553.9                  
11.3833333              22553.4                  
11.3840278              22552.1                  
11.3847222              22552.5                  
11.3854167              22553.4                  
11.3861111              22553.5                  
11.3868056              22553.8                  
11.3875                 22552.8                  
11.3881944              22551.9                  
11.3888889              22550.9                  
11.3895833              22550.5                  
11.3902778              22549.8                  
11.3909722              22549.5                  
11.3916667              22549.2                  
11.3923611              22548.8                  
11.3930556              22549.4                  
11.39375                22548.9                  
11.3944444              22549.2                  
11.3951389              22548.8                  
11.3958333              22548.7                  
11.3965278              22548.2                  
11.3972222              22548.4                  
11.3979167              22548.4                  
11.3986111              22548.7                  
11.3993056              22548                    
11.4                    22548.6                  
11.4006944              22548.4                  
11.4013889              22549.2                  
11.4020833              22549.2                  
11.4027778              22549.3                  
11.4034722              22549.3                  
11.4041667              22548.7                  
11.4048611              22548.5                  
11.4055556              22548.4                  
11.40625                22548.2                  
11.4069444              22549                    
11.4076389              22548.2                  
11.4083333              22548.1                  
11.4090278              22547.6                  
11.4097222              22547.6                  
11.4104167              22547.7                  
11.4111111              22547.6                  
11.4118056              22547.7                  
11.4125                 22547.4                  
11.4131944              22548.5                  
11.4138889              22548.7                  
11.4145833              22548.3                  
11.4152778              22548.5                  
11.4159722              22549                    
11.4166667              22548.9                  
11.4173611              22549                    
11.4180556              22549.1                  
11.41875                22549.5                  
11.4194444              22549.5                  
11.4201389              22549.2                  
11.4208333              22548.9                  
11.4215278              22549.2                  
11.4222222              22549.3                  
11.4229167              22549.8                  
11.4236111              22549.5                  
11.4243056              22549.8                  
11.425                  22549.2                  
11.4256944              22548.9                  
11.4263889              22549                    
11.4270833              22549.2                  
11.4277778              22549.2                  
11.4284722              22549.1                  
11.4291667              22548.1                  
11.4298611              22548.5                  
11.4305556              22548.5                  
11.43125                22548.4                  
11.4319444              22548.5                  
11.4326389              22548.2                  
11.4333333              22547.9                  
11.4340278              22548.1                  
11.4347222              22548.5                  
11.4354167              22549.3                  
11.4361111              22549.6                  
11.4368056              22549.1                  
11.4375                 22549.6                  
11.4381944              22550.2                  
11.4388889              22550.4                  
11.4395833              22550.3                  
11.4402778              22550.1                  
11.4409722              22550.8                  
11.4416667              22550.3                  
11.4423611              22550.2                  
11.4430556              22549.6                  
11.44375                22549.4                  
11.4444444              22550.2                  
11.4451389              22549.1                  
11.4458333              22549.8                  
11.4465278              22549.1                  
11.4472222              22548.9                  
11.4479167              22548.7                  
11.4486111              22549.1                  
11.4493056              22548.4                  
11.45                   22548.4                  
11.4506944              22548.2                  
11.4513889              22547.3                  
11.4520833              22547.9                  
11.4527778              22547.3                  
11.4534722              22547.4                  
11.4541667              22547.9                  
11.4548611              22547.4                  
11.4555556              22548.1                  
11.45625                22547.9                  
11.4569444              22548.4                  
11.4576389              22548.4                  
11.4583333              22548.4                  
11.4590278              22548.6                  
11.4597222              22548.3                  
11.4604167              22548.4                  
11.4611111              22548.5                  
11.4618056              22548.3                  
11.4625                 22548.1                  
11.4631944              22547.9                  
11.4638889              22548.6                  
11.4645833              22548.9                  
11.4652778              22549.1                  
11.4659722              22549.1                  
11.4666667              22549.6                  
11.4673611              22549.8                  
11.4680556              22550.1                  
11.46875                22550                    
11.4694444              22550.1                  
11.4701389              22549.8                  
11.4708333              22550.3                  
11.4715278              22549.9                  
11.4722222              22548.7                  
11.4729167              22548.3                  
11.4736111              22549.5                  
11.4743056              22549.8                  
11.475                  22550.6                  
11.4756944              22550.8                  
11.4763889              22551                    
11.4770833              22551.1                  
11.4777778              22551.1                  
11.4784722              22550.9                  
11.4791667              22550                    
11.4798611              22549.6                  
11.4805556              22549.7                  
11.48125                22549.6                  
11.4819444              22549.7                  
11.4826389              22549                    
11.4833333              22549                    
11.4840278              22548.6                  
11.4847222              22549.4                  
11.4854167              22549.9                  
11.4861111              22551                    
11.4868056              22550.6                  
11.4875                 22550.8                  
11.4881944              22551.6                  
11.4888889              22551.6                  
11.4895833              22551.4                  
11.4902778              22551.5                  
11.4909722              22550.9                  
11.4916667              22552.2                  
11.4923611              22552.9                  
11.4930556              22552.8                  
11.49375                22553.3                  
11.4944444              22553.5                  
11.4951389              22553.6                  
11.4958333              22554                    
11.4965278              22554                    
11.4972222              22554.2                  
11.4979167              22553.7                  
11.4986111              22553.5                  
11.4993056              22553.5                  
11.5                    22553.6                  
11.5006944              22553.3                  
11.5013889              22552.9                  
11.5020833              22553.6                  
11.5027778              22554.3                  
11.5034722              22554.5                  
11.5041667              22554.5                  
11.5048611              22554.5                  
11.5055556              22554                    
11.50625                22554.5                  
11.5069444              22554.5                  
11.5076389              22554.7                  
11.5083333              22555.7                  
11.5090278              22556.1                  
11.5097222              22556.1                  
11.5104167              22556.8                  
11.5111111              22557.1                  
11.5118056              22556.4                  
11.5125                 22556.7                  
11.5131944              22556.5                  
11.5138889              22557                    
11.5145833              22557.7                  
11.5152778              22558                    
11.5159722              22557.8                  
11.5166667              22557                    
11.5173611              22557                    
11.5180556              22557.3                  
11.51875                22557.1                  
11.5194444              22556.9                  
11.5201389              22556.7                  
11.5208333              22557.2                  
11.5215278              22557                    
11.5222222              22556.7                  
11.5229167              22556.1                  
11.5236111              22556.4                  
11.5243056              22556.1                  
11.525                  22555.8                  
11.5256944              22555.9                  
11.5263889              22556.6                  
11.5270833              22556.3                  
11.5277778              22556                    
11.5284722              22556.1                  
11.5291667              22555.7                  
11.5298611              22556                    
11.5305556              22555.8                  
11.53125                22555.7                  
11.5319444              22555.8                  
11.5326389              22555                    
11.5333333              22555.2                  
11.5340278              22555                    
11.5347222              22555.2                  
11.5354167              22554.9                  
11.5361111              22554.5                  
11.5368056              22555                    
11.5375                 22554.9                  
11.5381944              22555.4                  
11.5388889              22555.5                  
11.5395833              22555.5                  
11.5402778              22555.9                  
11.5409722              22555.3                  
11.5416667              22555.1                  
11.5423611              22555.2                  
11.5430556              22555.6                  
11.54375                22556.4                  
11.5444444              22556.8                  
11.5451389              22557                    
11.5458333              22556.8                  
11.5465278              22557.5                  
11.5472222              22557.7                  
11.5479167              22556.8                  
11.5486111              22557.7                  
11.5493056              22558.4                  
11.55                   22559.2                  
11.5506944              22559.5                  
11.5513889              22559.5                  
11.5520833              22559.8                  
11.5527778              22559.9                  
11.5534722              22559.9                  
11.5541667              22560.4                  
11.5548611              22561.6                  
11.5555556              22562.2                  
11.55625                22562.4                  
11.5569444              22563                    
11.5576389              22562.8                  
11.5583333              22562.9                  
11.5590278              22563.3                  
11.5597222              22563.4                  
11.5604167              22563.7                  
11.5611111              22563.9                  
11.5618056              22564.3                  
11.5625                 22564.9                  
11.5631944              22565.3                  
11.5638889              22565.3                  
11.5645833              22565.4                  
11.5652778              22565.6                  
11.5659722              22565.6                  
11.5666667              22566.3                  
11.5673611              22566.5                  
11.5680556              22566.7                  
11.56875                22567.3                  
11.5694444              22567.5                  
11.5701389              22568                    
11.5708333              22568.2                  
11.5715278              22568.5                  
11.5722222              22568.3                  
11.5729167              22569.3                  
11.5736111              22569.1                  
11.5743056              22569.5                  
11.575                  22570                    
11.5756944              22570                    
11.5763889              22570.1                  
11.5770833              22570.1                  
11.5777778              22570.2                  
11.5784722              22570.3                  
11.5791667              22570.9                  
11.5798611              22571.1                  
11.5805556              22571.9                  
11.58125                22571.2                  
11.5819444              22571.6                  
11.5826389              22571.5                  
11.5833333              22571                    
11.5840278              22571.1                  
11.5847222              22570.4                  
11.5854167              22569.9                  
11.5861111              22569.8                  
11.5868056              22569.1                  
