1-14 Jan 2024, Surlari, B-y
Time (Days)             B-y (nT)
14.04375                2450.1                   
14.0444444              2449.9                   
14.0451389              2449.7                   
14.0458333              2449.6                   
14.0465278              2449.6                   
14.0472222              2449.6                   
14.0479167              2449.8                   
14.0486111              2449.8                   
14.0493056              2449.8                   
14.05                   2449.8                   
14.0506944              2449.7                   
14.0513889              2449.4                   
14.0520833              2449.1                   
14.0527778              2449.1                   
14.0534722              2449.1                   
14.0541667              2448.9                   
14.0548611              2448.9                   
14.0555556              2448.9                   
14.05625                2449                     
14.0569444              2449                     
14.0576389              2448.9                   
14.0583333              2448.7                   
14.0590278              2448.9                   
14.0597222              2449                     
14.0604167              2449.2                   
14.0611111              2449.3                   
14.0618056              2449.5                   
14.0625                 2449.5                   
14.0631944              2449.7                   
14.0638889              2449.8                   
14.0645833              2449.9                   
14.0652778              2449.9                   
14.0659722              2450                     
14.0666667              2449.9                   
14.0673611              2449.8                   
14.0680556              2449.7                   
14.06875                2449.7                   
14.0694444              2449.5                   
14.0701389              2449.4                   
14.0708333              2449.3                   
14.0715278              2449.1                   
14.0722222              2449.1                   
14.0729167              2449.2                   
14.0736111              2449.2                   
14.0743056              2449.3                   
14.075                  2449.1                   
14.0756944              2449.1                   
14.0763889              2449                     
14.0770833              2449.1                   
14.0777778              2449                     
14.0784722              2448.9                   
14.0791667              2448.8                   
14.0798611              2448.9                   
14.0805556              2449                     
14.08125                2449.1                   
14.0819444              2449.1                   
14.0826389              2449.1                   
14.0833333              2449.1                   
14.0840278              2449.1                   
14.0847222              2449.2                   
14.0854167              2449.2                   
14.0861111              2449.2                   
14.0868056              2449.1                   
14.0875                 2449.1                   
14.0881944              2448.9                   
14.0888889              2448.6                   
14.0895833              2448.6                   
14.0902778              2448.4                   
14.0909722              2448.4                   
14.0916667              2448.4                   
14.0923611              2448.4                   
14.0930556              2448.6                   
14.09375                2448.7                   
14.0944444              2448.8                   
14.0951389              2448.6                   
14.0958333              2448.5                   
14.0965278              2448.6                   
14.0972222              2448.6                   
14.0979167              2448.6                   
14.0986111              2448.8                   
14.0993056              2449                     
14.1                    2449.1                   
14.1006944              2449.2                   
14.1013889              2449.4                   
14.1020833              2449.4                   
14.1027778              2449.3                   
14.1034722              2449                     
14.1041667              2449.4                   
14.1048611              2449.3                   
14.1055556              2449.6                   
14.10625                2449.5                   
14.1069444              2449.5                   
14.1076389              2449.4                   
14.1083333              2449.3                   
14.1090278              2449.2                   
14.1097222              2449.1                   
14.1104167              2449.1                   
14.1111111              2448.8                   
14.1118056              2448.5                   
14.1125                 2448.5                   
14.1131944              2448.3                   
14.1138889              2448.3                   
14.1145833              2448.1                   
14.1152778              2448.1                   
14.1159722              2448.1                   
14.1166667              2448                     
14.1173611              2447.8                   
14.1180556              2447.7                   
14.11875                2447.4                   
14.1194444              2447.3                   
14.1201389              2447.6                   
14.1208333              2447.7                   
14.1215278              2447.8                   
14.1222222              2447.9                   
14.1229167              2448.2                   
14.1236111              2448.3                   
14.1243056              2448.3                   
14.125                  2448.5                   
14.1256944              2448.5                   
14.1263889              2448.6                   
14.1270833              2448.5                   
14.1277778              2448.2                   
14.1284722              2448.2                   
14.1291667              2448.2                   
14.1298611              2448                     
14.1305556              2448.4                   
14.13125                2448.1                   
14.1319444              2448.1                   
14.1326389              2447.7                   
14.1333333              2447.8                   
14.1340278              2447.9                   
14.1347222              2447.7                   
14.1354167              2448                     
14.1361111              2448                     
14.1368056              2448.2                   
14.1375                 2447.9                   
14.1381944              2448.1                   
14.1388889              2448.3                   
14.1395833              2448.2                   
14.1402778              2448.9                   
14.1409722              2448.8                   
14.1416667              2448.9                   
14.1423611              2449.1                   
14.1430556              2449.2                   
14.14375                2449                     
14.1444444              2449.2                   
14.1451389              2449.1                   
14.1458333              2448.8                   
14.1465278              2449.1                   
14.1472222              2448.9                   
14.1479167              2449.3                   
14.1486111              2449.2                   
14.1493056              2449.4                   
14.15                   2449.1                   
14.1506944              2449.5                   
14.1513889              2448.9                   
14.1520833              2449.3                   
14.1527778              2449.1                   
14.1534722              2449.4                   
14.1541667              2449.5                   
14.1548611              2449.8                   
14.1555556              2449.7                   
14.15625                2449.6                   
14.1569444              2449.5                   
14.1576389              2449.7                   
14.1583333              2450.3                   
14.1590278              2450.4                   
14.1597222              2450.7                   
14.1604167              2450.9                   
14.1611111              2451                     
14.1618056              2451.3                   
14.1625                 2451.2                   
14.1631944              2451.5                   
14.1638889              2451.3                   
14.1645833              2451.4                   
14.1652778              2451.3                   
14.1659722              2451.1                   
14.1666667              2450.5                   
14.1673611              2450                     
14.1680556              2449.7                   
14.16875                2449.6                   
14.1694444              2449.5                   
14.1701389              2449.8                   
14.1708333              2449.9                   
14.1715278              2450.3                   
14.1722222              2450.9                   
14.1729167              2450.8                   
14.1736111              2451.3                   
14.1743056              2451.3                   
14.175                  2451.5                   
14.1756944              2451.1                   
14.1763889              2451.5                   
14.1770833              2451.6                   
14.1777778              2451.9                   
14.1784722              2452                     
14.1791667              2452.7                   
14.1798611              2452.8                   
14.1805556              2453.7                   
14.18125                2453.4                   
14.1819444              2453.6                   
14.1826389              2453.7                   
14.1833333              2453.6                   
14.1840278              2453.4                   
14.1847222              2453.3                   
14.1854167              2453.4                   
14.1861111              2452.9                   
14.1868056              2453                     
14.1875                 2453                     
14.1881944              2452.7                   
14.1888889              2452.8                   
14.1895833              2452.5                   
14.1902778              2452.4                   
14.1909722              2452.1                   
14.1916667              2452.1                   
14.1923611              2451.7                   
14.1930556              2451.9                   
14.19375                2451.9                   
14.1944444              2452                     
14.1951389              2451.9                   
14.1958333              2451.9                   
14.1965278              2452.2                   
14.1972222              2452.4                   
14.1979167              2452.8                   
14.1986111              2453                     
14.1993056              2453.2                   
14.2                    2453.1                   
14.2006944              2453.5                   
14.2013889              2453.5                   
14.2020833              2453.9                   
14.2027778              2454.3                   
14.2034722              2454.2                   
14.2041667              2454.5                   
14.2048611              2454.5                   
14.2055556              2455.1                   
14.20625                2454.9                   
14.2069444              2455                     
14.2076389              2454.9                   
14.2083333              2454.5                   
14.2090278              2454.5                   
14.2097222              2454.5                   
14.2104167              2454.3                   
14.2111111              2454.3                   
14.2118056              2454                     
14.2125                 2453.9                   
14.2131944              2453.8                   
14.2138889              2453.6                   
14.2145833              2454.1                   
14.2152778              2454.1                   
14.2159722              2454.5                   
14.2166667              2454.2                   
14.2173611              2454.1                   
14.2180556              2453.8                   
14.21875                2454.1                   
14.2194444              2454                     
14.2201389              2454.2                   
14.2208333              2454.1                   
14.2215278              2454.5                   
14.2222222              2454.5                   
14.2229167              2454.6                   
14.2236111              2454.3                   
14.2243056              2453.9                   
14.225                  2453.6                   
14.2256944              2454.1                   
14.2263889              2454.2                   
14.2270833              2454.5                   
14.2277778              2454.4                   
14.2284722              2454.8                   
14.2291667              2454.4                   
14.2298611              2454.8                   
14.2305556              2454.5                   
14.23125                2454.7                   
14.2319444              2454.4                   
14.2326389              2454.4                   
14.2333333              2455.1                   
14.2340278              2455.1                   
14.2347222              2455.2                   
14.2354167              2455.3                   
14.2361111              2454.9                   
14.2368056              2455                     
14.2375                 2454.9                   
14.2381944              2455.1                   
14.2388889              2455.2                   
14.2395833              2455.3                   
14.2402778              2455.6                   
14.2409722              2455.6                   
14.2416667              2455.5                   
14.2423611              2455.4                   
14.2430556              2455.4                   
14.24375                2455.4                   
14.2444444              2454.8                   
14.2451389              2454.8                   
14.2458333              2454.7                   
14.2465278              2454.8                   
14.2472222              2454.9                   
14.2479167              2454.5                   
14.2486111              2454.3                   
14.2493056              2454                     
14.25                   2454.1                   
14.2506944              2454.4                   
14.2513889              2454.1                   
14.2520833              2454.1                   
14.2527778              2454.4                   
14.2534722              2454.3                   
14.2541667              2454.7                   
14.2548611              2454.9                   
14.2555556              2455                     
14.25625                2455                     
14.2569444              2455                     
14.2576389              2455                     
14.2583333              2454.8                   
14.2590278              2455.1                   
14.2597222              2455.1                   
14.2604167              2455.6                   
14.2611111              2455.7                   
14.2618056              2455.9                   
14.2625                 2455.4                   
14.2631944              2455.2                   
14.2638889              2455.5                   
14.2645833              2456.2                   
14.2652778              2456.4                   
14.2659722              2456.5                   
14.2666667              2456.9                   
14.2673611              2457                     
14.2680556              2457.4                   
14.26875                2457.4                   
14.2694444              2457.5                   
14.2701389              2457.7                   
14.2708333              2457.8                   
14.2715278              2458.1                   
14.2722222              2458.5                   
14.2729167              2459.1                   
14.2736111              2459.3                   
14.2743056              2459                     
14.275                  2459.1                   
14.2756944              2458.8                   
14.2763889              2458.6                   
14.2770833              2458.5                   
14.2777778              2458.7                   
14.2784722              2459                     
14.2791667              2458.9                   
14.2798611              2458.8                   
14.2805556              2458.7                   
14.28125                2459.1                   
14.2819444              2459.4                   
14.2826389              2459.5                   
14.2833333              2459.7                   
14.2840278              2460                     
14.2847222              2460                     
14.2854167              2460.2                   
14.2861111              2460                     
14.2868056              2460                     
14.2875                 2460.1                   
14.2881944              2460.1                   
14.2888889              2460.5                   
14.2895833              2460.8                   
14.2902778              2461.2                   
14.2909722              2461.3                   
14.2916667              2461.4                   
14.2923611              2461.3                   
14.2930556              2461.5                   
14.29375                2461.7                   
14.2944444              2462                     
14.2951389              2461.9                   
14.2958333              2462.1                   
14.2965278              2461.8                   
14.2972222              2461.9                   
14.2979167              2462.3                   
14.2986111              2462.2                   
14.2993056              2462.2                   
14.3                    2462.3                   
14.3006944              2462.1                   
14.3013889              2462.4                   
14.3020833              2462.8                   
14.3027778              2462.7                   
14.3034722              2462.4                   
14.3041667              2462.6                   
14.3048611              2462.8                   
14.3055556              2462.4                   
14.30625                2462.7                   
14.3069444              2462.1                   
14.3076389              2462.2                   
14.3083333              2461.7                   
14.3090278              2461.8                   
14.3097222              2461.8                   
14.3104167              2461.9                   
14.3111111              2462.5                   
14.3118056              2462.1                   
14.3125                 2462.1                   
14.3131944              2461.6                   
14.3138889              2462.3                   
14.3145833              2462.1                   
14.3152778              2462.1                   
14.3159722              2462.3                   
14.3166667              2462.7                   
14.3173611              2462.5                   
14.3180556              2462.6                   
14.31875                2462.2                   
14.3194444              2462.3                   
14.3201389              2461.6                   
14.3208333              2461.7                   
14.3215278              2461.9                   
14.3222222              2461.4                   
14.3229167              2461.6                   
14.3236111              2461.6                   
14.3243056              2462.4                   
14.325                  2462.1                   
14.3256944              2462.1                   
14.3263889              2462                     
14.3270833              2461.8                   
14.3277778              2461.7                   
14.3284722              2461.7                   
14.3291667              2461.9                   
14.3298611              2462.1                   
14.3305556              2462                     
14.33125                2462.2                   
14.3319444              2461.6                   
14.3326389              2461.5                   
14.3333333              2461.1                   
14.3340278              2461.3                   
14.3347222              2460.6                   
14.3354167              2460.6                   
14.3361111              2460.6                   
14.3368056              2461                     
14.3375                 2460.6                   
14.3381944              2461                     
14.3388889              2460.6                   
14.3395833              2460.6                   
14.3402778              2460.8                   
14.3409722              2460.9                   
14.3416667              2460.8                   
14.3423611              2460.4                   
14.3430556              2459.9                   
14.34375                2460.3                   
14.3444444              2459.8                   
14.3451389              2459.6                   
14.3458333              2459.4                   
14.3465278              2459.6                   
14.3472222              2459.2                   
14.3479167              2459.3                   
14.3486111              2459.6                   
14.3493056              2459.4                   
14.35                   2459.7                   
14.3506944              2459.8                   
14.3513889              2460.2                   
14.3520833              2459.2                   
14.3527778              2459.3                   
14.3534722              2458.3                   
14.3541667              2458.3                   
14.3548611              2458.9                   
14.3555556              2459                     
14.35625                2459.7                   
14.3569444              2459.5                   
14.3576389              2459.7                   
14.3583333              2459.7                   
14.3590278              2459.2                   
14.3597222              2458.6                   
14.3604167              2458.4                   
14.3611111              2457.6                   
14.3618056              2457.6                   
14.3625                 2457                     
14.3631944              2456.6                   
14.3638889              2456                     
14.3645833              2455.6                   
14.3652778              2455.6                   
14.3659722              2455.4                   
14.3666667              2455.1                   
14.3673611              2455.2                   
14.3680556              2455                     
14.36875                2455.3                   
14.3694444              2454.9                   
14.3701389              2454.9                   
14.3708333              2454.9                   
14.3715278              2455                     
14.3722222              2454.9                   
14.3729167              2454.5                   
14.3736111              2454.1                   
14.3743056              2454.2                   
14.375                  2454.4                   
14.3756944              2454.6                   
14.3763889              2454.9                   
14.3770833              2455.1                   
14.3777778              2454.7                   
14.3784722              2454.7                   
14.3791667              2454.5                   
14.3798611              2454.7                   
14.3805556              2454.2                   
14.38125                2454.7                   
14.3819444              2454.3                   
14.3826389              2454.8                   
14.3833333              2454.5                   
14.3840278              2454.5                   
14.3847222              2454.2                   
14.3854167              2454.1                   
14.3861111              2454.2                   
14.3868056              2454.1                   
14.3875                 2453.6                   
14.3881944              2453.4                   
14.3888889              2453.8                   
14.3895833              2453.8                   
14.3902778              2454.3                   
14.3909722              2453.8                   
14.3916667              2453.6                   
14.3923611              2454.2                   
14.3930556              2454.2                   
14.39375                2453.7                   
14.3944444              2453.3                   
14.3951389              2453.1                   
14.3958333              2453                     
14.3965278              2452.8                   
14.3972222              2452.9                   
14.3979167              2452.5                   
14.3986111              2451.9                   
14.3993056              2451.8                   
14.4                    2451.5                   
14.4006944              2451                     
14.4013889              2450.8                   
14.4020833              2451.3                   
14.4027778              2451.2                   
14.4034722              2451                     
14.4041667              2450.2                   
14.4048611              2449.5                   
14.4055556              2449                     
14.40625                2448.9                   
14.4069444              2449                     
14.4076389              2449                     
14.4083333              2449                     
14.4090278              2448.7                   
14.4097222              2448.6                   
14.4104167              2448.5                   
14.4111111              2448.5                   
14.4118056              2447.8                   
14.4125                 2448.1                   
14.4131944              2447.7                   
14.4138889              2448.4                   
14.4145833              2447.9                   
14.4152778              2447.9                   
14.4159722              2447.7                   
14.4166667              2447.8                   
14.4173611              2448.3                   
14.4180556              2448                     
14.41875                2446.8                   
14.4194444              2446.1                   
14.4201389              2446.2                   
14.4208333              2447                     
14.4215278              2447.3                   
14.4222222              2447.6                   
14.4229167              2447.7                   
14.4236111              2447.6                   
14.4243056              2446.6                   
14.425                  2447.2                   
14.4256944              2447.1                   
14.4263889              2447.7                   
14.4270833              2447.8                   
14.4277778              2448.5                   
14.4284722              2448.9                   
14.4291667              2449.4                   
14.4298611              2449.6                   
14.4305556              2449.6                   
14.43125                2449.4                   
14.4319444              2448.3                   
14.4326389              2447.4                   
14.4333333              2446.5                   
14.4340278              2446.1                   
14.4347222              2445.5                   
14.4354167              2445.2                   
14.4361111              2444.7                   
14.4368056              2444.2                   
14.4375                 2443.2                   
14.4381944              2442.8                   
14.4388889              2442.3                   
14.4395833              2441.9                   
14.4402778              2441.8                   
14.4409722              2442.1                   
14.4416667              2441.9                   
14.4423611              2441.9                   
14.4430556              2441.6                   
14.44375                2441.4                   
14.4444444              2441.4                   
14.4451389              2441.4                   
14.4458333              2441.9                   
14.4465278              2441.5                   
14.4472222              2441.4                   
14.4479167              2441                     
14.4486111              2441.2                   
14.4493056              2441.7                   
14.45                   2441.3                   
14.4506944              2441.8                   
14.4513889              2441.5                   
14.4520833              2441.5                   
14.4527778              2441.1                   
14.4534722              2441.1                   
14.4541667              2440.7                   
14.4548611              2440.8                   
14.4555556              2441.1                   
14.45625                2441.1                   
14.4569444              2441                     
14.4576389              2441                     
14.4583333              2440.7                   
14.4590278              2440.5                   
14.4597222              2440.8                   
14.4604167              2440.6                   
14.4611111              2440.7                   
14.4618056              2441                     
14.4625                 2441                     
14.4631944              2441.6                   
14.4638889              2441.9                   
14.4645833              2442                     
14.4652778              2441.8                   
14.4659722              2442.1                   
14.4666667              2441.8                   
14.4673611              2441.7                   
14.4680556              2441.1                   
14.46875                2441.3                   
14.4694444              2441                     
14.4701389              2441.3                   
14.4708333              2441                     
14.4715278              2441.3                   
14.4722222              2441.6                   
14.4729167              2441                     
14.4736111              2440.9                   
14.4743056              2440.5                   
14.475                  2440.7                   
14.4756944              2440.9                   
14.4763889              2440.8                   
14.4770833              2440.6                   
14.4777778              2440.3                   
14.4784722              2439.6                   
14.4791667              2439                     
14.4798611              2438.2                   
14.4805556              2437.4                   
14.48125                2437.4                   
14.4819444              2436.4                   
14.4826389              2437.1                   
14.4833333              2437.2                   
14.4840278              2437.7                   
14.4847222              2438.1                   
14.4854167              2437.4                   
14.4861111              2436.3                   
14.4868056              2433.9                   
14.4875                 2432.3                   
14.4881944              2431.8                   
14.4888889              2431.2                   
14.4895833              2431.2                   
14.4902778              2431.3                   
14.4909722              2431.8                   
14.4916667              2431.9                   
14.4923611              2432.2                   
14.4930556              2432.6                   
14.49375                2432.5                   
14.4944444              2432.6                   
14.4951389              2432.7                   
14.4958333              2433                     
14.4965278              2434.6                   
14.4972222              2435.7                   
14.4979167              2436.5                   
14.4986111              2437.2                   
14.4993056              2437.6                   
14.5                    2437.5                   
14.5006944              2437.2                   
14.5013889              2437.4                   
14.5020833              2437.3                   
14.5027778              2438.1                   
14.5034722              2437.6                   
14.5041667              2437.9                   
14.5048611              2437.7                   
14.5055556              2438                     
14.50625                2438.3                   
14.5069444              2438.4                   
14.5076389              2439.6                   
14.5083333              2439.6                   
14.5090278              2439.6                   
14.5097222              2438.3                   
14.5104167              2437.8                   
14.5111111              2438                     
14.5118056              2438.4                   
14.5125                 2438                     
14.5131944              2437.5                   
14.5138889              2437.7                   
14.5145833              2437.4                   
14.5152778              2437                     
14.5159722              2437.7                   
14.5166667              2438.4                   
14.5173611              2438.1                   
14.5180556              2437.6                   
14.51875                2437.1                   
14.5194444              2436.4                   
14.5201389              2435.9                   
14.5208333              2436.2                   
14.5215278              2436.3                   
14.5222222              2436.7                   
14.5229167              2436.7                   
14.5236111              2436.6                   
14.5243056              2436.4                   
14.525                  2436.1                   
14.5256944              2436.1                   
14.5263889              2435.8                   
14.5270833              2435.5                   
14.5277778              2435.2                   
14.5284722              2435.1                   
14.5291667              2436                     
14.5298611              2436                     
14.5305556              2435.8                   
14.53125                2436                     
14.5319444              2435.6                   
14.5326389              2435.7                   
14.5333333              2435.2                   
14.5340278              2435                     
14.5347222              2434.9                   
14.5354167              2435.4                   
14.5361111              2435.6                   
14.5368056              2436                     
14.5375                 2435.6                   
14.5381944              2435.3                   
14.5388889              2435.4                   
14.5395833              2435.1                   
14.5402778              2434.6                   
14.5409722              2434.5                   
14.5416667              2434.7                   
14.5423611              2434.3                   
14.5430556              2434.7                   
14.54375                2435.1                   
14.5444444              2435                     
14.5451389              2435.4                   
14.5458333              2435.4                   
14.5465278              2435.6                   
14.5472222              2435.8                   
14.5479167              2435.9                   
14.5486111              2436.8                   
14.5493056              2436.5                   
14.55                   2437.1                   
14.5506944              2436.9                   
14.5513889              2437.5                   
14.5520833              2437.7                   
14.5527778              2438.2                   
14.5534722              2438.3                   
14.5541667              2438.3                   
14.5548611              2439.2                   
14.5555556              2439.1                   
14.55625                2439.6                   
14.5569444              2439.4                   
14.5576389              2439.4                   
14.5583333              2439.1                   
14.5590278              2439.2                   
14.5597222              2439                     
14.5604167              2439.1                   
14.5611111              2439.5                   
14.5618056              2439.5                   
14.5625                 2439.3                   
14.5631944              2439.3                   
14.5638889              2439.4                   
14.5645833              2439.9                   
14.5652778              2440                     
14.5659722              2440.2                   
14.5666667              2440.7                   
14.5673611              2441.1                   
14.5680556              2441.7                   
14.56875                2441.6                   
14.5694444              2441.5                   
14.5701389              2441.7                   
14.5708333              2441.6                   
14.5715278              2441.7                   
14.5722222              2441.4                   
14.5729167              2442                     
14.5736111              2442                     
14.5743056              2442                     
14.575                  2441.6                   
14.5756944              2442.1                   
14.5763889              2441.7                   
14.5770833              2441.6                   
14.5777778              2441.4                   
14.5784722              2441                     
14.5791667              2440.9                   
14.5798611              2440.9                   
14.5805556              2440.6                   
14.58125                2440.7                   
14.5819444              2440                     
14.5826389              2440.1                   
14.5833333              2440                     
14.5840278              2439.7                   
14.5847222              2439.7                   
14.5854167              2439.8                   
14.5861111              2439.3                   
14.5868056              2439.7                   
14.5875                 2439.6                   
14.5881944              2439.3                   
14.5888889              2439.4                   
14.5895833              2439.3                   
14.5902778              2439                     
14.5909722              2439.4                   
14.5916667              2439.6                   
14.5923611              2439.2                   
14.5930556              2439.6                   
14.59375                2439.5                   
14.5944444              2439.8                   
14.5951389              2439.8                   
14.5958333              2440.1                   
14.5965278              2440.3                   
14.5972222              2440.1                   
14.5979167              2440.6                   
14.5986111              2439.9                   
14.5993056              2439.5                   
14.6                    2439.3                   
14.6006944              2439.5                   
14.6013889              2439.1                   
14.6020833              2439.2                   
14.6027778              2439.3                   
14.6034722              2439.6                   
14.6041667              2439.5                   
14.6048611              2439.4                   
14.6055556              2439.4                   
14.60625                2438.8                   
14.6069444              2438.6                   
14.6076389              2438.3                   
14.6083333              2438.7                   
14.6090278              2438.7                   
14.6097222              2438.8                   
14.6104167              2438.9                   
14.6111111              2439.1                   
14.6118056              2438.8                   
14.6125                 2439                     
14.6131944              2438.5                   
14.6138889              2438.6                   
14.6145833              2438.6                   
14.6152778              2438.3                   
14.6159722              2438.2                   
14.6166667              2437.9                   
14.6173611              2437.6                   
14.6180556              2437.1                   
14.61875                2437.2                   
14.6194444              2436.6                   
14.6201389              2436.4                   
14.6208333              2436.4                   
14.6215278              2436.2                   
14.6222222              2436.2                   
14.6229167              2436.3                   
14.6236111              2436.1                   
14.6243056              2436                     
14.625                  2435.2                   
14.6256944              2435                     
14.6263889              2434.3                   
14.6270833              2434.6                   
14.6277778              2435.1                   
14.6284722              2435.3                   
14.6291667              2435.5                   
14.6298611              2435.8                   
14.6305556              2435.1                   
14.63125                2435.1                   
14.6319444              2434.6                   
14.6326389              2435.2                   
14.6333333              2434.8                   
14.6340278              2434.7                   
14.6347222              2435.3                   
14.6354167              2435.2                   
14.6361111              2434.9                   
14.6368056              2434.2                   
14.6375                 2434                     
14.6381944              2433.4                   
14.6388889              2433.1                   
14.6395833              2433.6                   
14.6402778              2433.5                   
14.6409722              2433.3                   
14.6416667              2432.8                   
14.6423611              2432.6                   
14.6430556              2432.1                   
14.64375                2432.4                   
14.6444444              2432                     
14.6451389              2432.2                   
14.6458333              2432.2                   
14.6465278              2432.4                   
14.6472222              2432.2                   
14.6479167              2432.6                   
14.6486111              2432.5                   
14.6493056              2433                     
14.65                   2433.4                   
14.6506944              2433.6                   
14.6513889              2434                     
14.6520833              2434.5                   
14.6527778              2434.4                   
14.6534722              2434.8                   
14.6541667              2435.2                   
14.6548611              2435.1                   
14.6555556              2434.9                   
14.65625                2434.8                   
14.6569444              2434.2                   
14.6576389              2434.2                   
14.6583333              2434                     
14.6590278              2434                     
14.6597222              2434.3                   
14.6604167              2434.6                   
14.6611111              2434.4                   
14.6618056              2434.7                   
14.6625                 2434.8                   
14.6631944              2435.2                   
14.6638889              2435.5                   
14.6645833              2435.7                   
14.6652778              2435.9                   
14.6659722              2436.3                   
14.6666667              2436.2                   
14.6673611              2436.3                   
14.6680556              2436.3                   
