x,y,y_xg,y_exp,y_ma
8.95625,2.250981150791631,2.9979924150252226,6.511792294942986,1.824981150792155
8.9569444,2.4409811507939594,2.945862405907801,6.469184183501473,2.0489811507926787
8.9576389,2.640981150791049,2.894884162452424,6.4289021531743975,2.248981150792679
8.9583333,2.6309811507926497,2.8388297900248594,6.391022943150564,2.404981150792446
8.9590278,2.7309811507911945,2.7841402336905787,6.353422525226985,2.5389811507920967
8.9597222,3.140981150791049,2.7209256306769016,6.317198111482627,2.7169811507919803
8.9604167,3.2309811507911945,2.658843655489129,6.285435941875711,2.8749811507914274
8.9611111,3.530981150794105,2.596590255391823,6.254891393964866,3.0529811507920384
8.9618056,3.5209811507920676,2.534306677519493,6.227652291533158,3.230981150791922
8.9625,3.420981150793523,2.4671075304203502,6.200585580125747,3.3689811507923877
8.9631944,3.1209811507906124,2.405248626083315,6.1727895358324245,3.3649811507923006
8.9638889,2.710981150790758,2.3478039787059313,6.142271451982006,3.260981150792213
8.9645833,2.420981150793523,2.2936037625678507,6.1079585489700925,3.0389811507920967
8.9652778,2.030981150794105,2.2481744138077726,6.071088774988327,2.7409811507925044
8.9659722,1.9409811507939594,2.206832755370062,6.030687698746385,2.4449811507925916
8.9666667,1.9509811507923587,2.170659827397626,5.9897906332668605,2.2109811507929407
8.9673611,1.8509811507938139,2.1426630374273716,5.949402538442115,2.038981150793552
8.9680556,1.8509811507938139,2.121581647735032,5.908418324565631,1.92498115079361
8.96875,1.960981150790758,2.1108299414964042,5.867843952827913,1.9109811507929408
8.9694444,2.07098115079134,2.1047470807831448,5.828775324807542,1.9369811507924168
8.9701389,2.0909811507917766,2.102158957893182,5.79119738306738,1.9649811507923005
8.9708333,2.100981150793814,2.0932279385777,5.754195220744624,2.0149811507923006
8.9715278,2.140981150791049,2.093433153273909,5.717663080045116,2.0729811507917475
8.9722222,2.170981150793523,2.103756515707274,5.681896260752576,2.1149811507923006
8.9729167,2.390981150791049,2.1193602605477686,5.646787109652985,2.178981150792242
8.9736111,2.9109811507914856,2.144927011397619,5.614229050064366,2.342981150792184
8.9743056,3.350981150793814,2.179202759360753,5.587196571071638,2.592981150792184
8.975,3.540981150792504,2.226194973145246,5.564834416868859,2.872981150792475
8.9756944,3.640981150791049,2.2983672194961042,5.544595884208095,3.1669811507919805
8.9763889,3.710981150790758,2.384233388637251,5.525559736873925,3.430981150791922
8.9770833,3.710981150790758,2.49106868381724,5.507413951013093,3.5909811507917766
8.9777778,4.13098115079265,2.6164246271785263,5.489449623010869,3.7469811507915436
8.9784722,4.350981150793814,2.7517533348065437,5.475864938288687,3.9089811507918055
8.9791667,4.3709811507906124,2.9095933518179367,5.464616100413739,4.054981150791718
8.9798611,4.280981150794105,3.0701671373518007,5.453679750917508,4.168981150792388
8.9805556,4.400981150793086,3.2363232286890584,5.441952764916274,4.306981150792853
8.98125,4.32098115079134,3.407778548978346,5.431543048775042,4.3449811507925915
8.9819444,4.440981150793959,3.602611682777109,5.420437429795205,4.362981150792621
